tweet,hashtags,timestamp,full_url,like_count,retweet_count,language,is_about_learning
"اذاعه | 
اذاعة مدرسية انا قدوة بانضباطي
نفذت بالذكاء الاصطناعي ومشاركة من طالبات الصف الثالث .
 تحت اشراف المعلمة /ناهد الجديع 
#تعليم_القصيم
#مكتب_تعليم_النبهانية 
#الانضباط_المدرسى","['#تعليم_القصيم', '#مكتب_تعليم_النبهانية', '#الانضباط_المدرسى']",27/12/2023,https://x.com/moe_qsm_13_0095/status/1740081465163985341,1,0,ar,True
"معلم أو معلمه :
موقع اسمه ( تعلم أي شيء)  مدعوم بالذكاء الاصطناعي (مجاني) يساعد في تعلم ما تشاء ، كل ما عليك عمله هو أن تكتب الموضوع الذي تريد تعلمه وسيظهر لك الدروس التي تحتاجها

للدخول للموقع والإستفادة من خدماته هذا رابط الموقع ",[],27/12/2023,https://x.com/Abdullhaljedani/status/1740046600859537711,682,105,ar,True
"صحيح ، وربما هو سبب من أسباب تأخر بعض الدول في وضع سياسة استخدام الذكاء  لأي نظام حيث مازال في طور التجربة رغم انتشاره ، مهم جداً تصحيح البيانات  كركيزة أساسية ليكون في إطار الموثوقية .
مثال:
أي بيانات مستخرجة بالذكاء الاصطناعي هل معتمدة رسمياً في أي رسالة أو بحث للدراسات العليا؟",[],27/12/2023,https://x.com/s_tawasel/status/1739994703477785063,5,1,ar,True
"-موقع اسمه ( تعلم أي شيء)  مدعوم بالذكاء الاصطناعي (مجاني) يساعد في تعلم ما تشاء ، كل ما عليك عمله هو أن تكتب الموضوع الذي تريد تعلمه وسيظهر لك الدروس التي تحتاجها

-للدخول للموقع والإستفادة من خدماته هذا رابط الموقع 
 https://tutorai.me

للانضمام لقناة *تطوير الذات* عبر",[],27/12/2023,https://x.com/MTATWERALTHAT1/status/1739982622133301616,19,6,ar,True
"#تعليم_محايل_عسير 
#مكتب_التعليم_بالمجاردة
تقنية تحاكي الذكاء البشري ، نُفِذَتْ  إذاعة صباحية مميزة بالذكاء الاصطناعي ومشاركه عدد من الطالبات . الاربعاء ١٤٤٥/٦/١٤","['#تعليم_محايل_عسير', '#مكتب_التعليم_بالمجاردة']",27/12/2023,https://x.com/MOE_MHR_02_0084/status/1739978130625024366,0,0,ar,True
"هذي اﻹضافة في الاكسل بعدها بقيت قادر على الكلام مع البرنامج وسؤاله عن اي شيء 

 الاكسل بقى أكثر سهولة لما تتكلم معاه بالذكاء الاصطناعي ",[],27/12/2023,https://x.com/ExcelAr22/status/1739959241472098595,15,1,ar,True
نفذت الأستاذة سمية الشريقي مشغلا لمعلمات العلوم بعنوان كيف تصمم فيديو بالذكاء الاصطناعي. تحدثت عن أهم البرامج المستخدمة في التصميم ونفذت عمليا كيف تصميم فيديو بهذه التقنية.,[],27/12/2023,https://x.com/umalfadil2017/status/1739927276450382206,1,0,ar,True
قامت الأستاذتين خالصة اليحيائية وسمية السيابية بتنفيذ برنامج إنماء مهني عن الذكاء الاصطناعي وتطبيق chat GPT وهو روبوت محادثة ذو لغة طبيعية مدعوم بالذكاء الاصطناعي، يمكن للمستخدم طرح أي سؤال عليه، وسيؤدي ذلك إلى الحصول على إجابة. ⁧وطرحت الأستاذات آخر المستجدات في البرنامج.,[],27/12/2023,https://x.com/halfeenschool/status/1739909915668361698,7,0,ar,True
"تحت اشراف الاستاذة بدرية الرويلي ومديرة المدرسة الاستاذة شماء الماضي تم تفعيل الاذاعة المدرسية عن ساعة البرمجة بالذكاء الاصطناعي 
#تعليم_القصيم 
#تعليم_النبهانية","['#تعليم_القصيم', '#تعليم_النبهانية']",26/12/2023,https://x.com/moe_qsm_13_0077/status/1739744811953889730,0,0,ar,True
قال الرئيس التنفيذي لمجموعة جيمس للتعليم إحدى شركات التعليم الرائدة في العالم إن الذكاء الاصطناعي وتكنولوجيا التعليم يمكن أن يؤديا دوراً حاسماً في مواجهة هذه التحديات من خلال تمكين تطوير مدرسين وأنظمة تدريس ذكية ومسارات تعلم مخصصة وأنظمة تعلم تكيُّفية مدعومة بالذكاء الاصطناعي,[],26/12/2023,https://x.com/AhmedSa80157010/status/1739710890126037323,0,0,ar,True
"موقع أم قصي التعليمي : صاحبة الموقع أ.آمنة أحمد الشنفري يحتوي هذا الموقع المميز على كتابها التعليم بالذكاءات المتعددة وعلى حوالي ١٠٠٠ نشاط منها فيديوهات بالذكاء الاصطناعي وألعاب تعليمية تفاعلية وغيرها .
https://sites.google.com/view/amnah14/

#فعاليات_تعليمية_ظفار
#تعلم_مستدام","['#فعاليات_تعليمية_ظفار', '#تعلم_مستدام']",26/12/2023,https://x.com/albdaeschool/status/1739676635811528879,3,0,ar,True
"قدمت الأستاذة مريم البلوشي 
مشغل بعنوان Whimsical
إنشاء خرائط ذهنية بالذكاء الاصطناعي
وضحت فيه أهمية الموقع و كيفية توظيفه في الموقف الصفي من خلال إنشاء خرائط ذهنية و عمل ملخصات للدروس.
#تعلم_مستدام 
#فعاليات_تعليمية_جنوب_الباطنة","['#تعلم_مستدام', '#فعاليات_تعليمية_جنوب_الباطنة']",26/12/2023,https://x.com/umkalthoom2021/status/1739577245306368133,3,0,ar,True
"#فعاليات_تعليمية_شمال_الباطنة 
#تعلم_مستدام 

اعدت الأستاذة :أصيلة الخروصية-معلمة تقنية المعلومات 

فيديو بالذكاء الاصطناعي للتعريف بـ 
#جائزة_الإجادة_التربوية_للمعلم_العماني

النسخة الثانية ٢٠٢٣ .","['#فعاليات_تعليمية_شمال_الباطنة', '#تعلم_مستدام', '#جائزة_الإجادة_التربوية_للمعلم_العماني']",26/12/2023,https://x.com/BlougAlamal/status/1739555271247368459,0,0,ar,True
" فعلت المدرسة إذاعة صباحية عن برنامج ساعة برمجه اليوم الثلاثاء الموافق ١٣/ ٦/ ١٤٤٥هـ من قبل رائدة النشاط. من خلال عرض مرئي بالذكاء الاصطناعي. لتعزيز ثقافة البرمجيات الحاسوبية، وتوظيفها في تطوير مهارات الطلاب والطالبات بإشراف مديرة المدرسة.
#تعليم_الخرج",['#تعليم_الخرج'],26/12/2023,https://x.com/MOE_KRH_00_0064/status/1739545328318054419,2,0,ar,True
"*90% من الوظائف*
 ذات الأجور المرتفعة... مرتبطة بالذكاء الاصطناعي والتعلم الآلي وإنترنت الأشياء والروبوتات
وهذا ما نعمل على تهيئة أبنائنا الطلاب للحصول عليه من خلال دوراتنا في برنامج روبوكودي
والتي تعتمد على المشاريع المبنية على التفكير المنطقي وقدراتهم على حل المشكلات.",[],26/12/2023,https://x.com/Ejadalearning/status/1739543186425487777,3,2,ar,True
"نفذت المنسقه لراوي الدرعيه في الثانوية الحادية عشره اذاعةً مدرسيه وورشة تدريبيه بالذكاء الاصطناعي 
عن #مسابقة_راوي_الدرعية المسابقة الوزاريه والتي تهدف الى تدريب النشء لسرد القصص الوطنيه المرتبطه بتاريخ المملكه العربيه السعوديه 
وفقك الله وسدد خطاها.
#تعليم_ينبع 
#وزارة_التعليم","['#مسابقة_راوي_الدرعية', '#تعليم_ينبع', '#وزارة_التعليم']",26/12/2023,https://x.com/MOE_YNB_01_0040/status/1739528483783557361,3,1,ar,True
"#يحدث_الآن 
ضمن فعاليات الإنماء المهني ينفذ أ. عبدالسلام احمد ورقة عمل بعنوان (نحو تعليم معزز ة بالذكاء الاصطناعي) يربط المحاضر استعمالات برامج الذكاء الاصطناعي بطرق التدريس المختلفة.
@EduDakGov",['#يحدث_الآن'],26/12/2023,https://x.com/BenFaham/status/1739500527061176361,5,1,ar,True
"يعلن برنامج التميز في التعليم والتعلم عن مخيم الذكاء الاصطناعي التوليدي ""عن بعد"" لأعضاء هيئة التدريس تحت عنوان: ""تعليم مدعم بالذكاء الاصطناعي"".

#جامعة_الأميرة_نورة
#PNU","['#جامعة_الأميرة_نورة', '#PNU']",25/12/2023,https://x.com/PNU_EVENTS/status/1739373584395424148,16,5,ar,True
"تم تقديم برنامج متكامل عن اليوم العالمي للغة العربيه تضمن اذاعة صباحية و فقرات متنوعه كالقاء القصائد و الخطب والتعبير الحر وعرض موقع مدعوم بالذكاء الاصطناعي لتحويل القصائد الى صور معبرة
باسراف معلمات اللغة العرببه أ/ نجوى الاحمدي وعواطف العبدلي
#تعليم_مكه",['#تعليم_مكه'],25/12/2023,https://x.com/MOE_MHC_21_2000/status/1739339988385341907,1,1,ar,True
"هذه لعبة تم تصميمها بالذكاء الاصطناعي بمجرد كتابة العنوان
تظهر لك لعبه تعليميه 
http://tinytap.com/ai/game/%D8%A7…

جميلة
والاجمل الدعم القوي للغة الانجليزية",[],25/12/2023,https://x.com/Almamari871/status/1739335443663970662,20,2,ar,True
موقع مجاني مدعوم بالذكاء الاصطناعي يساعد في تعلم ما يخطر على بالك  بس اكتب موضوع التعلم وهو يطلع لك الدروس  https://tutorai.me,[],25/12/2023,https://x.com/res_pian3/status/1739253393053356324,115,32,ar,True
"قدمت الاستاذة منى المقبالي معلمة دراسات اجتماعية مشغلا بعنوان""تصميم شخصية بالذكاء الاصطناعي"" عن طريق برنامجDID.
#تعليم_مستدام",['#تعليم_مستدام'],25/12/2023,https://x.com/shinas2school/status/1739245690012737773,2,0,ar,True
"كييف تمارس اللغه الانجليزيه
 ولا يوجد من تمارس معاه اللغه 

 بخبرك تحت عن مواقع مجانيه بالذكاء الاصطناعي لممارسه اللغه يوميا كفيله تعطيك نتايج اقوى من اكبر المعاهد والكورسات 
تاابع",[],25/12/2023,https://x.com/p_4all/status/1739219191872245959,154,30,ar,True
" السر في الكلمة دي "" 𝐀𝐓𝐒 ""
يستخدمها الشركات لحذف السير الذاتية الغير متطابقة اوتوماتيكيا
   هناك مواقع كثيرة تساعدك
1- عمل CV بالذكاء الاصطناعي
ابعت عليه بياناتك عالواتساب تعمل عليه CV متوافق 100 %
- بدون أخطاء إملائية
- يدعم اللغة العربية",[],25/12/2023,https://x.com/2Nnoura/status/1739215313269297240,242,10,ar,True
"ضمن برامج الانماء المهني قدمت أسرة الدراسات الاجتماعية  بتاريخ عدد من المشاغل المثرية والتي تخدم المادة حيث قدمت أ/ميمونة العجمي مشغلا بعنوان ""طريقة عمل عرض تقديمي بالذكاء الاصطناعي"" وقدمت أ/عائشة المزروعي مشغلا بعنوان ""استراتيجية الاصابع الخمسة""
#تعليم_مستدام 
@AL_Ashraaaf",['#تعليم_مستدام'],25/12/2023,https://x.com/shinas2school/status/1739185663784718806,3,0,ar,True
"#أدم_للتعليم_الأساسي
تفعيلاً لأهداف إجادة خلال الفترة الحالية نفذ الاستاذ سالم الخصيبي معلم الدراسات بالمدرسة لمجموعة من معلمين مدرسة الزاهية ورشة عمل بعنوان صناعة المحتوى بالذكاء الاصطناعي.
#تعلم_مستدام","['#أدم_للتعليم_الأساسي', '#تعلم_مستدام']",25/12/2023,https://x.com/Adamschool4401/status/1739185129057030541,4,2,ar,True
"التعليم التكيفي يقوم على مبدأ أصيل في التعليم
وهو أن الطالب هو محور العملية التعليمية 
وان مقاس واحد لايناسب الجميع

منصة https://app.wooflash.com
تصمم لك تعلم تكيفا بالذكاء الاصطناعي

به تستطيع ان تعالج نقاط الضعف في الطلاب الضعاف

وأن تعزز قدرات طلابك الموهوبين",[''],25/12/2023,https://x.com/Fnar9595/status/1739118360531456268,112,21,ar,True
"https://app.magicschool.ai
كنز حقيقي - منصة تعليمية موجهة للمعلمين والمؤسسات التعليمية تحوي 60 أداة تعمل بالذكاء الاصطناعي تدعم اللغة العربية بشكل كامل، تغطي تقريبا جميع الخدمات والأنشطة التعليمية مثل:
تخطيط الدروس التعليمية
تقديم التغذية الراجعة للطلاب",[],24/12/2023,https://x.com/SmartL0/status/1739007307491463187,4,0,ar,True
"كتابة المقالات بالذكاء الاصطناعي: طور مهاراتك وأسلوبك الان
هل انت من هواة الکتابه؟ هل تحب أن تكتب مقالات و لكن تنقصك الافكار أحيانا؟ هل تحتاج إلى مساعد ذكي في الكتابة؟ هل يوجد مساعد ذكي فعلا؟ 
إذا كنت كاتب أو مدون فإن الذكاء الاصطناعي هو مساعدك الذكي.",[],24/12/2023,https://x.com/BestBeauty2024/status/1738980259201003963,0,0,ar,True
"اساتذتي
اهديكم اكثر من موقع
تعتبر بنوك اسئلة متنقلة بالذكاء الاصطناعي

ـ1) https://app.getquizwizard.com/create-content/source…
يدعم اللغة العربية
ويكون الاسئلة من كتابة الموضوع او نص او مستند او فيديو او صوت

ـ2) https://tinywow.com/write/trivia-generator…
لايدعم العربية
لكن يمكن ترجمته

ـ3)",[],24/12/2023,https://x.com/Fnar9595/status/1738951372492374259,150,48,ar,True
" تطبيق Andy

 يعلمك اللغة الإنجليزية عن طريق المحادثة مع بوت بالذكاء الاصطناعي:

https://thetechfun.com/8561",[],24/12/2023,https://x.com/jt_3s/status/1738939130069778910,4,1,ar,True
" تطبيق Elsa speak 

 التطبيق الأفضل بالذكاء الاصطناعي لتعليمك النطق بالمحادثة من الصفر حرفيا ومجاني :

https://thetechfun.com/8568",[],24/12/2023,https://x.com/jt_3s/status/1738939125619683811,7,0,ar,True
"كنا تعرف أسلوب الكاتب بدون قراءة الاسم بعد اعتياد القراءة له.
صرنا نعرف أسلوب chat GPT رغم تذييل النص باسم شخص!

استعين بالذكاء الاصطناعي كاستعانتك بمصادر أخرى

لكن لا يخفُت أسلوبك ولا تسلب النص من روحك.",[],24/12/2023,https://x.com/RazDoCopy/status/1738936453294408016,0,0,ar,True
"ربعنا يشتغلون عكس الناس. بيبدون من فوق، يفكرون منو نحط مدير الهيئة وأعضاء مجلس الإدارة،،، ما فكروا هل عندنا موظفين مختصين بالذكاء الاصطناعي! 
المفروض يطالبون وزارة التربية والتعليم العالي بمناهج خاصة بالتطور التكنولوجي والذكاء الاصطناعي..",[],24/12/2023,https://x.com/YAlman9oryY/status/1738923540974379347,0,0,ar,True
"كرمت أخصائية المركز أ.عيده الهاشمي مجموعه من المتألقات :
المعلمات:
*تفعيل المركز 
*الإستعارة
الطالبات :
*الإستعارة
*تصميم فيديو بالذكاء الإصطناعي
*جماعة مصادر التعلم المتعاونات .#فعاليات_تعليمية_مسقط
@Lrc_2021
 @al_oufinasra",['#فعاليات_تعليمية_مسقط'],24/12/2023,https://x.com/alkhiranLRC/status/1738880304952082438,17,1,ar,True
"#تعليم_المخواة
#مكتب_تعليم_قلوة
 #التقويم_الذاتي
ضمن نشر ثقافة التقويم الذاتي،  تم عرض الإذاعة المدرسية بالذكاء الاصطناعي للتعريف بالتقويم الذاتي وأهميته.","['#تعليم_المخواة', '#مكتب_تعليم_قلوة', '#التقويم_الذاتي']",24/12/2023,https://x.com/moe_mkh_02_0043/status/1738835121292148880,1,1,ar,True
"مشروع مميز في مادة العلوم 
بالذكاء الاصطناعي 
عمل الطالبة / خزامى يوسف العتيبي 
الصف / رابع ابتدائي 
المدرسة/ الابتدائية الاربعون
اشراف معلمة المادة / امل محمد عبدالكريم",[],24/12/2023,https://x.com/moe_ryh_06_6222/status/1738800265938063712,4,0,ar,True
"ضمن برامج الإنماء المهني للتقنية قدمت الأستاذة زهرة السالمية معلمة تقنية معلومات كتيب الكتروني بعنوان إنشاء قصص مصورة بالذكاء الاصطناعي بإستخدام برنامج heyzine.
#فعاليات_تعليمية_شمال_الباطنة
#تعلم_مستدام","['#فعاليات_تعليمية_شمال_الباطنة', '#تعلم_مستدام']",24/12/2023,https://x.com/Aingaloot/status/1738791172275908994,4,1,ar,True
"#يحدث_الآن 
اذاعة مدرسية عن #انضباطى_سر_تميزي
نفذت بالذكاء الاصطناعي ومشاركة عدد من الطالبات .
 تحت اشراف الاعلام المدرسي 
#تعليم_عسير
#الانضباط_المدرسى","['#يحدث_الآن', '#انضباطى_سر_تميزي', '#تعليم_عسير', '#الانضباط_المدرسى']",24/12/2023,https://x.com/MOE_ARP_09_0035/status/1738783249365631459,3,0,ar,True
"#اليوم_العالمي_للغة_العربية
#تعليم_المهد 

تم اعداد اذاعة بالذكاء الاصطناعي .","['#اليوم_العالمي_للغة_العربية', '#تعليم_المهد']",24/12/2023,https://x.com/MOE_MDB_00_0105/status/1738764201957450167,0,1,ar,True
"في اقل من دقيقة
تستطيع تصميم فيديو تعليمي متكامل 

بالذكاء الاصطناعي
وبكتابة عنوان درسك باللغة العربية

عبر منصة",[],23/12/2023,https://x.com/shthamohmd/status/1738666846188937260,1,0,ar,True
بالذكاء الإصطناعي أهمية التقويم الذاتي وماله من أثر فعال في تحسين البيئة التعليمية تحت إشراف تام من مديرة مدرسة الثانية والأربعون الإبتدائية,[],23/12/2023,https://x.com/MOE_EPR_14_0099/status/1738646119897272815,0,0,ar,True
"هدية مميزة
شرح فيديو 
من إبداع

فاضل المبارك
@Fnar9595
بنك أسئلة متنقل
للمعلمين والمعلمات
بالذكاء الاصطناعي",[''],23/12/2023,https://x.com/sehman7/status/1738633334257836140,4,0,ar,True
" المونتاج مطلوبفي سوق العمل في كل وقت تعلم كيف تسوي فيديو بالذكاء الاصطناعي الخطوات هنا 

https://thetechfun.com/10410/",[],23/12/2023,https://x.com/c_4et/status/1738612946857500930,2,0,ar,True
" تعلم اللغة الإنجليزية بالذكاء الاصطناعي من هنا 

https://bit.ly/47DEUhs",[],23/12/2023,https://x.com/Arrabian_AI/status/1738602687430557772,2,1,ar,True
"  أفضل أداة لتعلم الكتابة بالذكاء الاصطناعي هنا 

https://bit.ly/3sW4Gi0",[],23/12/2023,https://x.com/Arrabian_AI/status/1738602679482339696,1,0,ar,True
"الموقع هذا عبارة عن مدرب شخصي يدربك على التحدث باللغة الإنجليزية .. يسأل وانت تجاوبه ويقيم مستواك من حيث النطق والرد
http://speakandimprove.com

تقدر تستمع لردك الصوتي وتقيم نفسك أيضاً 

الموقع يعمل بالذكاء الإصطناعي بالتقييم والحوارات ",[],23/12/2023,https://x.com/_Talal1/status/1738599577924542694,777,150,ar,True
"بالإنفوجراف.. شاهد تفاصيل مشاركة أكثر من 260 ألف طلاب في ""أذكي"" وعلاقة المشاركة بـ الوعي المجتمعي بالذكاء الإصطناعي
التفاصيل..https://alsaudialyaum.com//news/41168
#السعودية #السعودي_اليوم #اخبار","['#السعودية', '#السعودي_اليوم', '#اخبار']",23/12/2023,https://x.com/alsaudialyaum/status/1738544735453884901,0,0,ar,True
"1𝟐- 𝐓𝐨𝐦𝐢
عمل Presentation بالذكاء الاصطناعي
كل ال عليك تعمل حساب على الموقع ثم تكتب له الموضوع والذكاء الاصطناعي يقوم بإنشاء العرض بالكامل لك بشكل احترافي",[],22/12/2023,https://x.com/AymanSTJ/status/1738285477889720460,52,3,ar,True
"تعلم القرآن بالذكاء الأصطناعي تطبيق يراجع حفظك https://youtube.com/shorts/outQ0yOiHgw?si=XT2d8ZMJbNIBfwJJ… عبر 
@YouTube",[],22/12/2023,https://x.com/ebm111/status/1738221925246337314,0,0,ar,True
"والله عاد الواحد يسوي الي باستطاعته

شخصيا احاول احل كل الواجبات و التكاليف بنفسي عشان ما اتخرج و انا غبي ، الا لو تورطت بسؤال معين وقتها استعين بالذكاء الاصطناعي كوسيلة مساعدة 

عاد بعض تكاليف الجامعة تحسها ساذجة و ماهي منطقية و ذا جزء من المشكلة",[],22/12/2023,https://x.com/ASgamer14/status/1738201959973220858,0,0,ar,True
تصميم مقدمة حصة للغة الإنجليزية بالذكاء الاصطناعي تشكر الأستاذة على جهودها المميزة ,[],22/12/2023,https://x.com/MOE_TIF_15_0019/status/1738163510125674613,2,0,ar,True
" وهذي اضافة في الاكسل بعدها بقيت قادر على الكلام مع البرنامج وسؤاله واطلب اي حاجه ، الاكسل بقى أكثر سهولة لما تتكلم معاه بالذكاء الاصطناعي 

ستجد هنا شرح الأداة بالصور وكيف تضيفوها ",[],22/12/2023,https://x.com/ExcelAr22/status/1738132998984204337,0,0,ar,True
"موقع متميز ""تمكن"": 
https://nmkkn.com

كلها بالذكاء الاصطناعي مع دورة مهنية ترسل لك كفيديوهات مسجلة. 

(هذا ليس إعلاناً مدفوعاً بل منقول للفائدة فقط).",[],22/12/2023,https://x.com/eng_a_krimly/status/1738120861284999198,1,0,ar,True
"صمم فيديو رسوم متحركة بالذكاء الاصطناعي
عبر https://app.steve.ai

يشبه Adobe Express

لكنه لايدعم اللغة العربية حتى الان
مفيد لمعلمي اللغة الانجليزية

يقوم بكتابة السيناريو عنك
ويوفر لك شخصيات كثيرة 

يمكن توظيفه في العملية التعليميةبأنشاء فيديو رسوم متحركة تشرح المواضيع عنك",[],22/12/2023,https://x.com/Fnar9595/status/1738072936429322391,213,54,ar,True
كيفيه حفظ القران الكريم بالذكاء الاصطناعي,[],21/12/2023,https://x.com/qtr55543311/status/1737973013650301351,0,0,ar,True
ورشة #اكتب_صح لتعليم النحو والإملاء والتدقيق اللغوي وكتابة المحتوي بالذكاء الاصطناعي تستعد لاستقبال دفعة جديدة.,['#اكتب_صح'],21/12/2023,https://x.com/hosammostafa_it/status/1737924840298840487,0,0,ar,True
"قدّم الأستاذ خالد الفزاري معلم تقنية معلومات ورشة بعنوان ""الذكاء الاصطناعي""حيث قام بالتعريف بالذكاء الاصطناعي وتطبيقات الذكاء الاصطناعي واستخداماتها وإنترنت الأشياء واستخداماته في التعليم. 
#فعاليات_تعليمية_جنوب_الباطنة
#الذكاء_الاصطناعي_جنوب_الباطنة","['#فعاليات_تعليمية_جنوب_الباطنة', '#الذكاء_', 'الاصطناعي', '_جنوب_الباطنة']",21/12/2023,https://x.com/KhanbashSchool/status/1737905146300858580,5,0,ar,True
"قدّم الأستاذ زهير حمادي بوزيان معلم تقنية معلومات ورشة بعنوان ""الذكاء الاصطناعي""حيث قام بالتعريف بالذكاء الاصطناعي وتطبيقات الذكاء الاصطناعي واستخداماتها وإنترنت الأشياء واستخداماته في التعليم. 
#فعاليات_تعليمية_جنوب_الباطنة
#الذكاء_الاصطناعي_جنوب_الباطنة","['#فعاليات_تعليمية_جنوب_الباطنة', '#الذكاء_', 'الاصطناعي', '_جنوب_الباطنة']",21/12/2023,https://x.com/KhanbashSchool/status/1737901792334094586,2,0,ar,True
